,userId,movieId,rating,timestamp
192,1,2959,5.0,964983282
193,1,2985,4.0,964983034
195,1,2991,5.0,964982271
196,1,2993,5.0,964982242
197,1,2997,4.0,964980896
198,1,3033,5.0,964983762
199,1,3034,5.0,964982791
200,1,3052,5.0,964981208
204,1,3168,4.0,964982495
206,1,3243,3.0,964981093
207,1,3247,3.0,964983108
208,1,3253,5.0,964981107
209,1,3273,5.0,964983536
210,1,3386,5.0,964983484
211,1,3439,4.0,964981799
212,1,3440,4.0,964981799
213,1,3441,5.0,964982328
214,1,3448,5.0,964984054
215,1,3450,5.0,964981144
216,1,3479,4.0,964981725
217,1,3489,4.0,964981775
218,1,3527,4.0,964982271
219,1,3578,5.0,964980668
220,1,3617,4.0,964980683
222,1,3671,5.0,964981589
223,1,3702,5.0,964983737
225,1,3729,5.0,964982363
226,1,3740,4.0,964982417
227,1,3744,4.0,964980694
228,1,3793,5.0,964981855
229,1,3809,4.0,964981220
233,2,333,4.0,1445715029
234,2,1704,4.5,1445715228
235,2,3578,4.0,1445714885
236,2,6874,4.0,1445714952
237,2,8798,3.5,1445714960
238,2,46970,4.0,1445715013
241,2,60756,5.0,1445714980
242,2,68157,4.5,1445715154
243,2,71535,3.0,1445714974
244,2,74458,4.0,1445714926
245,2,77455,3.0,1445714941
246,2,79132,4.0,1445714841
248,2,80906,5.0,1445715172
249,2,86345,4.0,1445715166
250,2,89774,5.0,1445715189
253,2,99114,3.5,1445714874
255,2,109487,3.0,1445715145
256,2,112552,4.0,1445714882
257,2,114060,2.0,1445715276
259,2,122882,5.0,1445715272
261,3,31,0.5,1306463578
262,3,527,0.5,1306464275
263,3,647,0.5,1306463619
264,3,688,0.5,1306464228
265,3,720,0.5,1306463595
266,3,849,5.0,1306463611
267,3,914,0.5,1306463567
269,3,1124,0.5,1306464216
271,3,1272,0.5,1306463624
272,3,1275,3.5,1306463323
273,3,1302,0.5,1306464189
274,3,1371,3.0,1306463561
275,3,1587,4.5,1306464003
276,3,2018,0.5,1306464175
277,3,2080,0.5,1306463572
281,3,2424,0.5,1306464293
282,3,2851,5.0,1306463925
283,3,3024,4.5,1306464054
284,3,3210,0.5,1306463638
286,3,3949,0.5,1306464245
287,3,4518,5.0,1306463770
288,3,5048,0.5,1306464284
289,3,5181,5.0,1306463718
291,3,5764,4.5,1306464021
292,3,5919,5.0,1306463825
293,3,6238,0.5,1306464204
296,3,7991,5.0,1306463684
298,3,70946,5.0,1306463815
299,3,72378,0.5,1306464164
300,4,21,3.0,986935199
302,4,45,3.0,986935047
304,4,52,3.0,964622786
309,4,162,5.0,945078571
310,4,171,3.0,945078428
311,4,176,5.0,964622565
312,4,190,2.0,945079259
313,4,215,5.0,945079078
314,4,222,1.0,945629040
316,4,235,2.0,945173513
317,4,247,3.0,986848894
318,4,260,5.0,945079259
320,4,296,1.0,945173350
321,4,319,5.0,945079182
322,4,342,5.0,964538500
324,4,348,4.0,964622786
325,4,351,3.0,986934901
326,4,357,3.0,964623306
327,4,368,4.0,945078690
328,4,417,2.0,945078467
329,4,441,1.0,986934915
330,4,450,2.0,986848828
332,4,475,5.0,945174290
333,4,492,5.0,945079872
335,4,538,5.0,945078636
336,4,539,1.0,964538832
337,4,553,2.0,945079301
338,4,588,4.0,945079670
340,4,595,3.0,986848609
342,4,608,5.0,964540008
343,4,648,3.0,945079906
345,4,759,3.0,945078601
346,4,800,4.0,945079106
349,4,899,4.0,945079653
350,4,902,4.0,945078446
351,4,904,4.0,945079837
352,4,908,5.0,945173902
353,4,910,5.0,945173989
354,4,912,5.0,945173902
355,4,914,5.0,945079670
357,4,920,5.0,945173602
358,4,930,5.0,964538571
359,4,937,3.0,986849085
361,4,1046,5.0,945173654
362,4,1057,3.0,964540578
363,4,1060,2.0,986934819
364,4,1073,4.0,945079483
365,4,1077,5.0,945173692
368,4,1084,5.0,945079259
369,4,1086,5.0,964539723
371,4,1103,5.0,964539723
372,4,1136,5.0,986934625
375,4,1188,5.0,964538500
376,4,1196,5.0,964538763
379,4,1199,2.0,945078967
380,4,1203,5.0,945174025
382,4,1213,4.0,945079729
383,4,1219,4.0,964539961
384,4,1225,4.0,964539326
386,4,1259,4.0,964538728
387,4,1265,4.0,964622684
388,4,1266,4.0,986849037
389,4,1279,2.0,986934832
390,4,1282,5.0,945079653
391,4,1283,5.0,945078690
392,4,1288,4.0,945079653
393,4,1291,4.0,964538763
394,4,1304,3.0,945078467
395,4,1391,1.0,945173766
396,4,1449,5.0,945079767
397,4,1466,4.0,945173492
398,4,1500,4.0,964622830
399,4,1517,4.0,945079790
401,4,1597,1.0,945079906
402,4,1617,2.0,945079837
404,4,1704,1.0,945629015
407,4,1733,5.0,945079143
411,4,1883,4.0,964622642
414,4,1895,4.0,945629179
415,4,1907,3.0,964540505
416,4,1914,4.0,964622714
418,4,1923,3.0,986934870
419,4,1947,5.0,945079653
420,4,1966,2.0,964622684
421,4,1967,5.0,945078967
424,4,2076,4.0,945079052
427,4,2145,3.0,986935328
429,4,2174,5.0,964539855
430,4,2186,5.0,945174008
431,4,2203,4.0,945079729
432,4,2204,5.0,964540008
433,4,2282,1.0,945629238
435,4,2336,2.0,964538964
438,4,2390,5.0,945079164
439,4,2395,3.0,964623306
440,4,2406,4.0,986935302
443,4,2583,5.0,945078863
444,4,2599,5.0,964622684
445,4,2628,1.0,986848894
446,4,2683,4.0,945079790
448,4,2712,2.0,945078542
451,4,2770,2.0,945173553
452,4,2791,5.0,964539628
454,4,2858,5.0,964539140
456,4,2921,4.0,945078708
457,4,2926,5.0,986934870
458,4,2959,2.0,945078528
459,4,2973,2.0,945078946
460,4,2997,4.0,986848610
461,4,3033,4.0,986936200
462,4,3044,5.0,945079920
464,4,3079,3.0,964778197
466,4,3160,4.0,964539121
467,4,3175,1.0,964538930
471,4,3317,4.0,986934498
472,4,3358,3.0,964622758
474,4,3386,4.0,964539395
475,4,3408,4.0,986849238
476,4,3481,2.0,964538243
477,4,3489,1.0,986848908
480,4,3591,1.0,986935199
482,4,3809,3.0,986936207
484,4,3897,4.0,986934465
485,4,3911,3.0,986849149
486,4,3967,4.0,986849164
488,4,4002,3.0,986934819
489,4,4014,1.0,986849254
491,4,4021,4.0,986849180
492,4,4027,3.0,986849201
493,4,4029,3.0,986849226
494,4,4033,4.0,986849149
495,4,4034,5.0,986848753
497,4,4121,4.0,986934901
499,4,4166,3.0,986848700
500,4,4226,2.0,1007569424
501,4,4239,5.0,986848685
502,4,4246,4.0,1007574542
505,4,4273,4.0,1007574470
509,4,4641,1.0,1007569586
511,4,4765,5.0,1007569445
515,4,4967,5.0,1007569424
516,5,1,4.0,847434962
517,5,21,4.0,847435238
518,5,34,4.0,847434881
519,5,36,4.0,847435292
520,5,39,3.0,847434961
523,5,110,4.0,847434880
524,5,150,3.0,847434748
525,5,153,3.0,847434802
527,5,247,5.0,847435337
528,5,253,3.0,847435292
529,5,261,4.0,847435238
531,5,266,1.0,847435311
532,5,290,5.0,847435311
533,5,296,5.0,847434748
534,5,300,3.0,847435337
535,5,316,2.0,847434832
537,5,344,3.0,847434802
538,5,349,3.0,847434832
539,5,357,2.0,847435238
542,5,380,2.0,847434748
543,5,410,3.0,847435292
545,5,474,4.0,847435337
546,5,475,5.0,847435311
548,5,527,5.0,847434960
550,5,534,3.0,847435311
551,5,588,4.0,847434801
552,5,589,3.0,847435258
553,5,590,5.0,847434747
554,5,592,3.0,847434747
555,5,594,5.0,847435238
556,5,595,5.0,847434832
557,5,596,5.0,847435292
558,5,597,3.0,847434962
559,5,608,3.0,847435258
560,6,2,4.0,845553522
561,6,3,5.0,845554296
562,6,4,3.0,845554349
563,6,5,5.0,845553938
564,6,6,4.0,845553757
565,6,7,4.0,845554264
566,6,8,3.0,845555281
567,6,10,3.0,845553253
569,6,13,3.0,845555588
570,6,15,4.0,845554505
571,6,16,4.0,845553819
572,6,17,4.0,845553559
573,6,19,2.0,845553382
574,6,21,2.0,845553382
575,6,22,5.0,845553875
576,6,24,4.0,845554397
577,6,25,3.0,845553695
578,6,26,4.0,845555362
579,6,27,3.0,845555402
580,6,31,3.0,845553819
582,6,34,4.0,845553354
583,6,36,5.0,845553726
584,6,41,4.0,845554962
585,6,43,4.0,845555607
586,6,45,3.0,845553907
587,6,46,4.0,845554551
592,6,61,4.0,845555454
593,6,62,4.0,845553660
594,6,65,3.0,845555070
595,6,66,3.0,845555151
596,6,76,4.0,845555317
598,6,86,5.0,845556131
599,6,87,3.0,845555300
600,6,88,2.0,845555694
601,6,89,4.0,845555124
602,6,92,4.0,845555454
603,6,93,4.0,845554584
604,6,95,4.0,845553559
605,6,100,3.0,845555151
606,6,102,1.0,845555436
607,6,104,4.0,845554349
609,6,110,5.0,845553283
611,6,113,3.0,845556257
613,6,135,3.0,845554987
616,6,145,4.0,845553966
618,6,150,4.0,845553110
619,6,151,4.0,845553586
620,6,153,3.0,845553146
621,6,158,4.0,845553660
622,6,159,3.0,845555006
623,6,160,5.0,845553457
624,6,161,3.0,845553253
625,6,163,3.0,845553907
627,6,168,5.0,845553695
628,6,170,3.0,845554263
629,6,171,3.0,845555402
630,6,174,3.0,845554479
631,6,177,3.0,845554931
632,6,179,1.0,845555362
633,6,180,2.0,845555006
634,6,181,3.0,845553938
636,6,186,3.0,845553619
637,6,189,3.0,845556241
639,6,195,4.0,845554455
640,6,196,3.0,845553586
641,6,201,3.0,845556290
642,6,204,3.0,845553619
643,6,205,3.0,845555477
645,6,208,3.0,845553253
646,6,209,3.0,845556106
647,6,210,4.0,845556310
648,6,212,4.0,845556181
649,6,216,4.0,845554099
651,6,218,2.0,845553994
653,6,222,4.0,845554024
655,6,225,4.0,845553381
656,6,230,5.0,845553966
658,6,234,2.0,845554176
659,6,236,4.0,845553559
660,6,237,4.0,845553875
662,6,240,3.0,845555571
663,6,243,3.0,845555588
667,6,252,4.0,845553619
668,6,253,3.0,845553283
669,6,254,3.0,845555655
670,6,256,3.0,845553726
671,6,257,5.0,845554176
673,6,261,4.0,845553695
676,6,266,3.0,845553457
677,6,267,3.0,845554376
678,6,270,3.0,845555172
679,6,271,4.0,845555249
681,6,274,4.0,845555151
682,6,276,4.0,845553907
683,6,277,5.0,845553844
684,6,279,3.0,845555436
685,6,281,4.0,845554320
686,6,282,3.0,845553522
687,6,288,2.0,845553283
688,6,289,3.0,845554455
689,6,291,3.0,845555571
690,6,292,4.0,845553253
692,6,296,2.0,845553110
695,6,304,4.0,845555546
696,6,310,3.0,845556119
697,6,312,1.0,845555151
701,6,316,5.0,845553174
704,6,327,1.0,845554062
705,6,329,4.0,845553200
706,6,330,3.0,845555071
707,6,332,3.0,845555046
708,6,333,5.0,845553757
710,6,337,5.0,845553586
711,6,339,4.0,845553253
713,6,342,3.0,845553938
715,6,344,3.0,845553146
716,6,347,3.0,845555300
717,6,348,3.0,845553938
718,6,349,5.0,845553146
720,6,351,4.0,845554455
721,6,352,3.0,845555382
723,6,354,4.0,845555402
725,6,356,5.0,845553200
726,6,357,3.0,845553457
727,6,358,3.0,845555265
728,6,359,3.0,845556412
729,6,360,3.0,845555094
730,6,361,4.0,845554376
735,6,368,5.0,845553726
736,6,370,4.0,845553794
739,6,377,5.0,845553317
740,6,378,3.0,845554987
741,6,380,4.0,845553110
742,6,381,3.0,845553994
743,6,382,3.0,845554397
744,6,383,3.0,845554320
746,6,410,3.0,845553354
748,6,415,4.0,845554420
749,6,416,3.0,845554962
751,6,426,3.0,845554551
752,6,432,5.0,845553489
753,6,434,4.0,845553200
754,6,435,3.0,845553489
755,6,437,3.0,845554505
756,6,440,4.0,845553457
757,6,445,3.0,845555124
758,6,450,4.0,845555024
760,6,455,3.0,845554062
762,6,458,3.0,845555546
763,6,460,3.0,845555281
764,6,466,2.0,845553844
767,6,472,3.0,845555632
768,6,474,4.0,845553522
769,6,475,4.0,845554099
771,6,480,5.0,845553200
772,6,485,3.0,845553794
773,6,489,3.0,845554505
774,6,490,3.0,845554584
776,6,493,3.0,845555172
777,6,494,3.0,845554176
778,6,497,3.0,845553819
779,6,500,5.0,845553354
781,6,505,3.0,845555317
782,6,508,4.0,845553586
784,6,510,3.0,845555546
786,6,516,4.0,845554908
787,6,520,3.0,845553844
788,6,524,3.0,845554479
789,6,527,3.0,845553426
791,6,532,3.0,845554224
794,6,539,3.0,845553426
795,6,540,3.0,845554099
796,6,542,4.0,845554524
797,6,543,3.0,845554099
798,6,546,2.0,845554349
799,6,548,3.0,845554908
801,6,553,5.0,845553559
802,6,569,4.0,845555342
804,6,587,5.0,845553381
805,6,588,5.0,845553146
806,6,589,3.0,845553317
807,6,590,5.0,845553109
808,6,592,3.0,845553109
810,6,594,4.0,845553819
811,6,595,5.0,845553174
812,6,596,3.0,845554141
813,6,597,4.0,845553354
814,6,606,3.0,845555024
815,6,608,3.0,845553844
816,6,609,4.0,845555342
818,6,628,3.0,845555300
819,6,631,4.0,845555265
820,6,637,4.0,845555046
821,6,640,1.0,845555362
822,6,647,4.0,845555151
823,6,662,3.0,845556147
826,6,697,3.0,845556378
827,6,700,4.0,845556147
830,6,709,5.0,845555249
831,6,710,3.0,845556223
832,6,711,4.0,845555317
833,6,719,2.0,845555694
834,6,736,5.0,845553619
836,6,762,1.0,845555006
837,6,765,3.0,845555632
838,6,775,3.0,845556462
841,6,795,3.0,845556506
843,6,801,3.0,845556194
844,6,802,4.0,845554584
847,6,835,4.0,845556194
848,6,837,3.0,845556241
849,6,838,4.0,845555514
853,6,852,4.0,845555694
854,6,867,3.0,845556412
856,6,881,3.0,845556340
859,6,979,3.0,845556808
860,6,981,3.0,845556567
861,6,986,4.0,845556475
862,6,991,4.0,845556808
863,6,996,4.0,845556323
864,6,999,2.0,845556412
867,6,1042,3.0,845556462
869,6,1061,4.0,845556860
870,6,1064,4.0,845556579
871,6,1073,3.0,845555571
873,6,1084,3.0,845555454
874,7,1,4.5,1106635946
877,7,150,4.5,1106635925
879,7,260,5.0,1106635933
880,7,356,5.0,1106635915
881,7,380,3.0,1106635937
882,7,466,5.0,1106635532
883,7,480,5.0,1106635917
884,7,587,2.0,1106635714
885,7,588,3.0,1106635971
886,7,589,2.5,1106635940
887,7,592,3.0,1106635922
889,7,595,3.5,1106712636
890,7,648,4.0,1106635981
891,7,750,4.0,1106636810
893,7,920,3.0,1106635685
894,7,924,4.0,1106712615
895,7,1101,4.0,1106635502
897,7,1196,4.0,1106635996
898,7,1208,4.0,1106635462
899,7,1210,4.0,1106635965
900,7,1219,5.0,1106635496
903,7,1246,1.5,1106635678
904,7,1270,5.0,1106635681
905,7,1517,3.5,1106635489
906,7,1584,5.0,1106635423
908,7,1617,3.0,1107127060
910,7,1784,0.5,1106635416
911,7,1917,4.0,1106635484
912,7,1923,1.5,1106635444
913,7,1954,4.5,1106635657
916,7,2353,3.5,1106635625
917,7,2529,5.0,1106635640
918,7,2628,1.5,1106712553
919,7,2640,3.0,1106635540
920,7,2671,4.5,1113542732
921,7,2683,2.0,1106635420
923,7,2701,1.5,1106713076
924,7,2717,3.5,1106713081
926,7,2858,4.0,1106712546
927,7,3114,4.5,1106635500
928,7,3354,1.5,1106713005
929,7,3408,4.5,1106712549
930,7,3578,1.5,1106636534
931,7,3623,1.0,1106712541
932,7,3793,3.5,1106635630
934,7,3916,4.0,1106636596
935,7,3977,2.5,1106635635
936,7,3994,3.0,1161738301
937,7,4018,4.0,1106712913
938,7,4223,2.0,1106635742
939,7,4246,2.0,1110855253
940,7,4306,4.0,1106635524
941,7,4310,0.5,1107127033
942,7,4370,4.5,1106712869
943,7,4643,1.0,1106635749
945,7,4844,1.5,1161738352
946,7,4874,3.0,1106635738
947,7,4886,4.0,1106636531
949,7,4963,4.0,1106636702
952,7,5218,3.5,1106712866
953,7,5349,3.5,1106636606
954,7,5378,0.5,1106635735
955,7,5445,4.0,1106636707
957,7,5464,3.0,1106636612
958,7,5502,1.5,1106635745
960,7,5816,4.5,1106635705
962,7,5989,4.0,1106636600
963,7,5991,4.5,1106712818
966,7,6534,0.5,1157949714
967,7,6539,4.5,1106636584
968,7,6863,4.5,1106712827
972,7,7155,3.0,1173051472
973,7,7445,4.0,1107473963
975,7,8360,3.5,1106636782
976,7,8368,2.5,1106636592
978,7,8528,4.5,1106636844
979,7,8636,4.5,1106636511
981,7,8666,1.0,1106779625
983,7,8798,4.5,1106636602
985,7,8865,1.0,1106713549
987,7,8907,1.0,1110757877
988,7,8908,4.5,1122333561
989,7,8949,4.0,1110757890
990,7,8957,4.0,1106636098
991,7,8958,3.5,1110173697
994,7,8970,2.5,1106636069
995,7,8972,2.5,1111552650
996,7,8984,4.0,1106636101
1001,7,32029,2.0,1118025946
1002,7,32031,1.5,1122940686
1003,7,32296,2.0,1118026013
1004,7,32587,3.5,1128486479
1005,7,33162,3.5,1116550784
1006,7,33493,1.0,1121041079
1007,7,33794,2.0,1121041002
1008,7,33836,1.0,1125442102
1009,7,34048,3.0,1121041015
1011,7,37741,3.5,1162163504
1014,7,45499,4.0,1157949636
1015,7,45517,4.5,1157066190
1017,7,45730,0.5,1161738279
1018,7,46530,1.0,1157949732
1020,7,48783,4.5,1162163488
1021,7,48997,2.5,1174263740
1022,7,49272,4.5,1165876367
1025,7,49824,3.0,1173051469
1026,8,2,4.0,839463806
1027,8,10,2.0,839463509
1029,8,21,4.0,839463564
1031,8,34,5.0,839463546
1032,8,39,3.0,839463644
1035,8,110,3.0,839463527
1037,8,150,4.0,839463422
1038,8,153,2.0,839463451
1040,8,186,4.0,839463856
1041,8,208,3.0,839463509
1043,8,235,3.0,839464076
1044,8,236,3.0,839463767
1045,8,252,3.0,839463856
1046,8,253,5.0,839463509
1047,8,282,3.0,839463767
1048,8,292,3.0,839463489
1049,8,296,4.0,839463422
1052,8,339,3.0,839463509
1053,8,356,3.0,839463527
1054,8,357,5.0,839463767
1057,8,377,4.0,839463644
1058,8,380,5.0,839463422
1059,8,432,1.0,839463702
1060,8,440,3.0,839463728
1063,8,480,4.0,839463527
1064,8,500,2.0,839463624
1065,8,527,5.0,839463728
1066,8,539,3.0,839463728
1067,8,586,3.0,839463702
1068,8,587,3.0,839463702
1069,8,590,5.0,839463422
1070,8,592,3.0,839463422
1072,8,597,3.0,839463728
1073,9,41,3.0,1044656650
1074,9,187,3.0,1044657119
1075,9,223,4.0,1044656650
1079,9,923,5.0,1044657026
1081,9,1095,4.0,1044657088
1083,9,1270,5.0,1044657088
1084,9,1674,4.0,1044656650
1085,9,1987,2.0,1044656716
1086,9,2011,3.0,1044657200
1087,9,2012,4.0,1044657237
1090,9,2877,3.0,1044657221
1091,9,2901,2.0,1044656716
1092,9,3173,2.0,1044656650
1093,9,3328,3.0,1044656650
1094,9,3735,3.0,1044657051
1095,9,4131,1.0,1044657221
1096,9,4558,1.0,1044656650
1098,9,5218,4.0,1044656811
1099,9,5378,3.0,1044656811
1100,9,5445,4.0,1044656792
1101,9,5447,4.0,1044656836
1102,9,5451,4.0,1044656836
1103,9,5481,5.0,1044656836
1104,9,5507,1.0,1044656836
1105,9,5841,1.0,1044657318
1106,9,5843,3.0,1044657269
1107,9,5872,3.0,1044656962
1108,9,5890,4.0,1044656792
1113,9,5956,4.0,1044656962
1114,9,5962,1.0,1044657338
1116,9,5988,2.0,1044657269
1118,9,6044,2.0,1044657285
1119,10,296,1.0,1455303387
1120,10,356,3.5,1455301685
1121,10,588,4.0,1455306173
1122,10,597,3.5,1455357645
1123,10,912,4.0,1455302254
1124,10,1028,0.5,1455306152
1125,10,1088,3.0,1455619275
1127,10,1307,3.0,1455357613
1128,10,1784,3.5,1455301699
1129,10,1907,4.0,1455306183
1131,10,2671,3.5,1455357517
1133,10,2858,1.0,1455356578
1134,10,2959,0.5,1455356582
1135,10,3578,4.0,1455356591
1136,10,3882,3.0,1455398344
1137,10,4246,3.5,1455302676
1138,10,4306,4.5,1455356595
1139,10,4447,4.5,1455398321
1143,10,5377,3.5,1455301898
1144,10,5620,3.0,1455357578
1145,10,5943,3.0,1455303078
1147,10,5957,3.0,1455397999
1148,10,6155,3.0,1455357557
1149,10,6266,3.0,1455303070
1150,10,6377,3.5,1455306101
1151,10,6535,4.0,1455398379
1152,10,6942,4.0,1455301621
1153,10,7149,4.0,1455399533
1154,10,7151,3.0,1455302670
1156,10,7154,4.0,1455399087
1157,10,7169,4.5,1455303046
1158,10,7293,3.5,1455402085
1160,10,7451,3.5,1455399289
1161,10,7458,5.0,1455356656
1164,10,8636,3.5,1455356713
1167,10,8869,5.0,1455303064
1169,10,8969,3.5,1455302697
1170,10,8970,1.0,1455398160
1171,10,30749,3.5,1455398096
1173,10,31685,4.5,1455357602
1175,10,33679,3.0,1455357626
1176,10,33794,5.0,1455302031
1177,10,40629,3.0,1455356796
1178,10,40819,4.0,1455301745
1179,10,41285,2.5,1455301854
1181,10,49272,5.0,1455302162
1185,10,51834,1.5,1455399396
1187,10,56367,3.5,1455301825
1188,10,56949,3.0,1455357531
1189,10,58047,3.5,1455302791
1191,10,59333,2.5,1455357564
1193,10,60397,3.0,1455302689
1194,10,60950,2.0,1455301965
1196,10,63113,3.5,1455302183
1197,10,63992,4.5,1455356863
1198,10,64969,0.5,1455357607
1199,10,66203,3.5,1455357596
1200,10,68954,4.0,1455304158
1202,10,69844,3.0,1455399200
1204,10,70293,0.5,1455398141
1206,10,72011,2.5,1455301741
1211,10,72998,2.5,1455356351
1212,10,73017,3.0,1455356691
1213,10,74450,3.0,1455357541
1214,10,77841,2.0,1455302684
1216,10,79091,5.0,1455306124
1217,10,80549,3.5,1455399347
1218,10,81784,2.5,1455357716
1220,10,81847,3.5,1455399313
1222,10,82499,2.0,1455398390
1223,10,84374,3.5,1455357730
1224,10,86548,3.0,1455398396
1225,10,87222,3.5,1455306257
1226,10,88163,4.0,1455357504
1232,10,95167,4.0,1455398177
1233,10,95449,4.0,1455356885
1236,10,96079,5.0,1455302172
1238,10,97938,1.0,1455398105
1240,10,103335,4.0,1455398111
1241,10,103339,4.0,1455356177
1242,10,104374,4.0,1455357653
1243,10,105211,2.5,1455399232
1245,10,106696,4.5,1455306204
1247,10,107141,2.0,1455399188
1249,10,109487,0.5,1455398092
1250,10,109853,4.0,1455357656
1251,10,112006,4.0,1455398144
1252,10,113275,4.5,1455357698
1255,10,129428,3.5,1455357384
1256,10,136020,5.0,1455302192
1257,10,137595,4.0,1455356898
1258,10,140110,5.0,1455356776
1259,11,6,5.0,902154266
1260,11,10,3.0,902154316
1261,11,36,4.0,902155135
1262,11,44,2.0,902154593
1263,11,95,3.0,902154458
1264,11,110,5.0,902154266
1265,11,150,5.0,902154266
1266,11,153,3.0,902154593
1268,11,170,4.0,902154621
1269,11,208,3.0,902154706
1270,11,292,4.0,902154383
1272,11,349,5.0,902154342
1273,11,356,5.0,901200263
1274,11,368,3.0,904510567
1276,11,377,3.0,902154431
1277,11,380,4.0,902154431
1278,11,434,3.0,902154685
1280,11,466,3.0,902154805
1281,11,474,4.0,902154431
1282,11,480,4.0,902154383
1283,11,493,3.0,902154805
1285,11,529,5.0,902155043
1286,11,589,4.0,902154266
1288,11,648,4.0,902154514
1290,11,736,4.0,902154542
1292,11,1100,3.0,902154621
1293,11,1101,5.0,901200233
1294,11,1210,4.0,902154266
1295,11,1358,4.0,902155136
1296,11,1370,3.0,902154383
1297,11,1385,3.0,902154542
1298,11,1391,1.0,902154685
1300,11,1438,3.0,902154647
1301,11,1518,4.0,902154431
1302,11,1552,4.0,902154458
1303,11,1573,3.0,902154542
1304,11,1584,5.0,902155136
1305,11,1586,4.0,902154487
1306,11,1597,4.0,902154487
1307,11,1604,4.0,902154647
1308,11,1608,4.0,902154316
1311,11,1693,5.0,902155102
1312,11,1704,4.0,902155102
1313,11,1721,5.0,902154989
1314,11,1784,5.0,902155043
1315,11,1840,4.0,901200111
1316,11,1882,2.0,901200143
1317,11,1917,4.0,901200037
1318,11,1918,4.0,901200070
